Company ID,Company Name,Size,Industry,Rating,Headquarters,Ownership,Company Age,Est Yearly Revenue
524,Western Alliance Bancorporation,5,12,2.9,4,3,28,8
525,NortonLifeLock,5,65,3.7,4,3,4,10
526,Charles Schwab,7,66,3.6,5,3,50,11
527,Job Juncture,5,102,4.7,42,2,31,1
528,neteffects,2,24,4.1,25,2,28,5
529,New York Technology Partners,2,24,4,30,2,24,4
530,"TekCom Resources, Inc.",2,102,4.9,37,2,18,4
531,Scientific Technologies Corporation,2,67,2.8,4,2,35,5
532,KBR,7,36,3.7,42,3,122,11
533,TriWest Healthcare Alliance,5,55,2.5,4,2,27,6
534,Desert Financial,5,12,3.2,4,3,84,6
535,Pyramid,2,67,4.2,44,2,28,4
536,University of Phoenix,5,21,3.1,4,1,47,7
537,Shamrock Foods,5,44,3.4,4,2,101,10
538,PK,5,67,3.6,36,2,19,7
539,Corbins Electric,4,25,3.7,4,2,48,7
540,USAA,7,64,3.6,42,2,101,12
541,"American Cybersystems, Inc.",7,67,4,11,2,25,8
542,Limelight Networks,4,67,3.2,4,3,22,7
543,Envision LLC,3,102,4.5,25,2,29,5
544,Advisor Group,5,15,3.4,4,2,7,2
545,"Circle K Stores, Inc.",7,49,2.9,4,3,72,10
546,Wellcare,6,64,3.7,10,3,38,12
547,Swift Transportation,7,112,3.3,4,3,57,10
548,Dexcom,5,14,3.5,5,3,24,9
549,Nucleusteq,3,67,5,4,2,5,4
550,GTN Technical Staffing,3,102,4,42,2,23,5
551,Infosys,7,67,3.1,61,3,42,12
552,Desert Financial Credit Union,5,12,3.2,4,3,84,6
553,Solugenix,3,67,4.3,5,2,54,6
554,IAT Insurance Group,4,64,4.6,27,2,32,9
555,Shutterfly,5,65,3.2,5,2,24,9
556,"Public Consulting Group, Inc.",2,1,4.2,5,10,36,4
557,PennyMac,5,71,3.4,5,3,15,8
558,Aspen Systems,2,24,4.7,4,2,35,4
559,TBC Corporation,6,10,3.7,10,2,67,10
560,Health Choice,4,55,2.1,4,2,33,5
561,UnitedHealth Group,7,55,3.3,24,3,46,12
562,CVS Health,7,55,2.9,39,3,60,12
563,Infotree Service Inc,2,3,3.7,23,2,19,2
564,Crisis Response Network,2,55,3.8,4,8,16,5
565,Inserso,3,67,3.7,44,2,29,4
566,P.F. Chang's,7,18,3.4,4,2,30,9
567,"Haley & Aldrich, Inc",4,26,3.8,20,2,66,7
568,The Paragon Group,5,12,2.9,75,3,38,8
569,"Atrilogy Solutions Group, Inc.",2,67,4.9,5,2,23,5
570,Athreya Inc,1,67,4.5,30,2,21,2
571,Silicon Valley Bank,5,12,3.5,5,3,40,9
572,Honeywell,7,24,3.8,27,3,138,12
573,Swca Inc,4,26,3.4,4,2,42,7
574,ComTec Information Systems,2,67,4.4,42,2,27,5
575,Knight & Swift Logistics,6,72,3.3,4,3,33,9
576,Broadridge Financial Solutions,7,43,3.5,33,3,16,11
577,"TPI Composites, Inc.",7,61,3.4,4,3,55,9
578,Acumen Inc.,4,26,4.4,44,2,24,7
579,Bluehost,2,24,2.7,20,2,20,7
580,US Ecology,5,85,3.7,14,3,71,8
581,Burlington Stores,7,32,3.1,30,3,51,11
582,De Lage Landen,6,66,4,67,2,54,6
583,Crane Payment Innovations,5,35,3.3,37,13,10,8
584,Airgas,7,20,3.7,37,3,41,11
585,Subaru of America,5,108,3.8,30,13,55,8
586,Federal Reserve Bank of Philadelphia,4,43,3.7,37,2,109,6
587,Wedgewood Pharmacy,4,14,3.7,30,2,42,7
588,Keane,7,67,3,5,13,30,9
589,IntePros,3,26,4.2,20,2,26,6
590,American College of Radiology,3,56,3.7,44,8,100,7
591,Adept Consulting Services,1,26,3.6,37,2,28,2
592,"TAJ Technologies, Inc.",2,67,3.4,24,2,36,4
593,Coventry,7,64,3.2,21,2,170,12
594,PetroChoice,4,84,2.7,37,2,54,8
595,Tek Leaders,4,67,3.5,42,2,7,6
596,ERGO Group,3,37,3.3,62,2,30,5
597,Publicis Worldwide,7,3,3.4,57,3,97,11
598,Amerihealth,6,64,3.7,37,13,26,5
599,"AIT Global, Inc.",2,67,3.7,30,2,25,4
600,Whitridge Associates,2,67,4.3,20,10,32,4
601,Trillium Solutions Group,1,67,4.8,15,10,21,2
602,Black Knight Financial Services,6,67,2.9,10,3,10,1
603,Vertex (Pennsylvania),5,24,3.9,37,2,45,7
604,QVC,7,32,3.2,37,13,37,11
605,Apidel Technologies,4,102,3.7,15,2,11,4
606,Radian Group Inc.,5,64,3.7,37,3,46,9
607,Children's Hospital of Philadelphia,5,55,3.7,37,8,168,6
608,People's United Bank,5,66,3.2,7,3,181,9
609,Freedom Mortgage,5,66,4.3,30,2,33,9
610,NewRez,5,71,3.6,37,3,5,8
611,Lloyd Group,2,67,4.3,33,2,28,4
612,Tetra Tech,7,6,3.7,5,3,57,10
613,Stantec,7,6,3.7,54,3,69,9
614,Jobot,2,102,4.9,5,2,5,5
615,Globus Medical,5,54,2.5,37,3,20,8
616,Philadelphia Gas Works,5,114,3.9,37,9,187,8
617,IQVIA,7,14,3.6,27,3,6,10
618,Contemporary Staffing Solutions,5,102,4.4,30,2,29,7
619,RMS Computer,3,24,3,33,2,38,5
620,Ellucian Inc.,5,67,3.5,44,2,55,8
621,Tech Air,3,61,3.9,7,2,88,7
622,"Beacon Hill Staffing Group, LLC",4,102,4.5,20,2,23,8
623,Dextro Software Systems,2,67,3.5,30,2,30,4
624,West Pharmaceutical Services,6,54,3.2,37,3,100,9
625,Laurel Springs School,5,68,2.2,37,11,32,5
626,Strategic Staffing Solutions,5,102,3.1,23,4,33,7
627,Pennsylvania Real Estate Investment Trust,3,93,3.1,37,3,63,7
628,Forfeiture Support Associates,5,102,2.8,44,2,19,6
629,Timken,7,61,3.3,34,3,124,10
630,Discovery Isle,2,89,2.2,37,2,17,2
631,CitiusTech,5,67,3.6,61,2,18,7
632,CGI,7,26,3.5,54,3,47,12
633,Citizens Bank,7,12,3.3,39,3,35,11
634,ProPharma Group,5,14,3,17,2,22,6
635,PNC Financial Services Group,7,12,3.4,37,3,178,12
636,Contingent Network Services,3,37,3.1,34,2,39,5
637,"Computer Enterprises, Inc.",4,67,3.5,37,2,31,6
638,The Bank of New York Mellon,7,66,3.2,33,3,239,12
639,HP Hood,5,44,3.3,20,2,177,9
640,Recovery Centers of America,5,55,3.4,37,2,8,5
641,TD Bank,7,12,3.9,54,3,168,12
642,Saicon Consultants Inc,3,24,3.3,17,2,25,5
643,Strategic Resources Inc (SRI),4,67,2.5,44,2,35,6
644,Alpha Consulting,3,102,4,30,2,29,4
645,Chubb,7,64,3.3,74,3,231,12
646,"Orbis, Inc.",3,6,4.9,40,2,23,4
647,YPrime,3,67,3.4,37,2,17,5
648,AmeriHealth Caritas,6,64,3.1,37,2,40,11
649,Penn Medicine,7,55,3.9,37,7,30,11
650,ORS Partners,2,102,4,37,2,11,4
651,NetApp,7,37,3.9,5,3,31,11
652,Primus Software Corp,2,67,3.4,11,2,27,5
653,pureIntegration,2,37,3.4,44,2,19,4
654,Slalom LLC.,6,26,4.1,46,2,22,9
655,State Street Corporation,7,66,3.1,20,3,231,12
656,Thomas Jefferson University Hospital,6,55,3.7,37,8,199,9
657,IntegriChain,3,67,3.2,37,2,18,4
658,TekPartners,4,102,4.3,10,13,21,2
659,WSFS Financial Corporation,5,12,2.7,9,3,191,8
660,"iTech Solutions, Inc",2,102,3.8,7,2,28,4
661,M&T Bank,7,12,3.3,33,3,167,11
662,AstraZeneca,7,14,4,75,3,110,12
663,"TSR, Inc.",3,102,3.6,33,3,54,6
664,Pep Boys,7,10,2.8,37,2,102,9
665,Radian Group,5,64,3.7,37,3,46,9
666,U.S. Navy,5,41,3.8,5,6,248,10
667,Broadway Bank,4,12,3.9,42,2,82,7
668,PSG Global Solutions,5,102,3.9,5,2,14,5
669,Marathon Petroleum Corporation,7,84,3.6,34,3,136,12
670,Valero Energy Corporation,7,36,3.9,42,3,43,12
671,SolutionStream,2,24,4,43,2,27,4
672,Humana,7,64,3.6,18,3,62,12
673,HCL Technologies Ltd.,7,24,3.5,61,3,32,11
674,Valero,7,36,3.9,42,3,43,12
675,KRG Technologies,4,67,4.4,5,2,20,6
676,USA IT Corporation,2,67,2.8,42,2,21,4
677,SysMind,2,37,4.1,30,2,24,5
678,"TAD PGS, Inc",5,102,3.9,10,13,26,6
679,"Airetel Staffing, Inc",1,102,4.9,10,2,23,4
680,H E B,7,53,4.3,42,2,118,12
681,Integrated Resources,3,102,3.1,30,2,27,5
682,Harland Clarke,5,3,3.5,42,13,149,8
683,Group O,5,102,3.1,15,2,49,8
684,CYNET SYSTEMS,4,67,4,44,2,13,6
685,PDS Tech Inc,6,102,3.8,42,2,46,7
686,VIA Metropolitan Transit,5,80,3.5,42,6,45,4
687,Daymon,7,119,3.2,7,2,53,9
688,SolutionStream LLC.,2,24,4,43,2,27,4
689,Black Rifle Coffee Company,3,44,4.3,43,2,9,6
690,Security Service Federal Credit Union,5,12,3.5,42,8,67,11
691,US Tech Solutions,5,102,3.8,30,2,23,7
692,Huntington Ingalls Industries,7,4,3.7,44,3,12,11
693,Vantage Bank Texas,3,12,3.4,42,2,38,9
694,Sysmind LLC,2,37,4.1,30,2,24,5
695,Leidos,7,4,3.5,44,3,54,12
696,Allstaff Solutions,2,26,4.9,11,2,14,4
697,CDO Technologies Inc,3,24,3.3,34,2,28,6
698,Randolph-Brooks Federal Credit Union,4,12,3.3,42,8,71,7
699,3M,7,77,3.9,24,3,121,12
700,PETCO,7,88,2.9,5,2,58,10
701,Clear Channel Outdoor,6,3,2.9,42,3,122,10
702,University Health System,5,55,3.7,42,8,68,7
703,Accenture Federal Services,7,26,3.9,62,3,34,12
704,Generations Federal Credit Union,3,66,2.9,42,8,83,4
705,LMI,5,26,4,44,8,62,7
706,"Amyx, Inc.",4,67,4,44,2,24,6
707,CAMRIS International,3,41,4,21,2,20,6
708,NJVC,5,67,2.8,44,2,22,7
709,UT Health San Antonio,6,55,3.5,42,1,64,8
710,Victory Capital Management Inc.,3,66,3.1,42,3,10,7
711,U.S. Air Force,7,41,4.2,8,6,76,12
712,TechDigital Corporation,2,24,3.5,24,2,15,4
713,Aviat Networks,4,106,3.5,42,3,16,7
714,IBC Bank,5,66,2.6,42,3,57,8
715,Spectrum Comm,2,4,3.8,44,2,24,5
716,Netsync,2,67,3.7,42,2,21,7
717,General Dynamics Information Technology,7,67,3.5,44,13,27,12
718,"Clear Resolution Consulting, LLC",2,4,4.5,21,2,15,2
719,Vulcan Materials Company,6,76,3.7,2,3,66,10
720,Perficient,5,67,3.6,25,3,25,8
721,Akima Management Services,6,4,3.3,44,2,20,9
722,Bowhead,5,4,3.1,44,13,24,7
723,International Bancshares Corp,5,66,2.6,42,3,57,8
724,RIM,3,72,4.1,15,2,26,7
725,Deutsche Bank,7,66,3.5,58,3,153,12
726,Tepa,3,26,3.3,6,2,18,7
727,DAWSON,2,102,3.4,34,2,77,6
728,Yochana,3,102,3.2,23,2,14,6
729,CACI International,7,4,3.6,44,3,61,10
730,Tri-Starr Personnel,1,102,4.5,42,2,37,1
731,"DIVERSANT, LLC.",5,102,3.8,30,2,18,7
732,Scientific Research Corporation,5,67,4.2,11,2,35,7
733,DHPC Technologies,2,24,3.7,30,2,31,5
734,Center for Sustainable Energy,2,36,2.8,5,8,27,6
735,Sempra Energy,7,36,3.9,5,3,25,4
736,Midland Credit Management,5,12,3.4,5,13,70,9
737,Cobec Consulting,2,26,4.7,8,2,16,4
738,Aya Healthcare,4,102,4.3,5,2,22,8
739,California Bank & Trust,5,12,3,5,13,25,7
740,MedImpact,5,119,2.5,5,2,34,4
741,Genex Services,5,55,2.8,37,2,45,6
742,"Fair, Isaac and Company",5,24,3.5,5,3,67,8
743,Illumina,6,14,3.9,5,3,25,10
744,San Diego Gas and Electric Company,5,36,3.6,5,13,28,10
745,Family Health Centers of San Diego,5,55,3.5,5,8,53,7
746,Rady Children's Hospital,5,55,3.3,5,8,69,8
747,"Mitchell International, Inc.",5,24,3,5,2,77,7
748,SmartDrive Systems,3,24,3.3,5,2,19,6
749,Procede Software,2,37,3.4,5,2,22,4
750,H&R Block,7,86,3.6,25,3,68,10
751,Kaiser Permanente,7,55,4,5,8,78,12
752,Unified Business Technologies,2,24,3.2,23,2,28,5
753,ICW Group,4,64,3.3,5,2,51,8
754,Axos Bank,5,12,3.4,5,3,23,8
755,Sharp HealthCare,7,55,4,5,8,77,9
756,"Britech Group, Inc.",1,67,4.3,5,2,19,2
757,Advisors Asset Management,3,15,2.7,6,2,44,7
758,Abacus Technology,5,67,3.3,21,2,40,7
759,Tribalco,2,37,3.7,21,2,19,7
760,"NP Corporate Services, LLC",5,3,2.3,5,2,57,7
761,HD Supply,7,25,2.6,11,3,16,11
762,ACTUARY AND MEDICAL RECRUITING,1,102,3.3,41,2,10,7
763,AgreeYa Solutions,5,67,3.7,5,2,24,6
764,Teledyne Technologies,6,108,3.1,5,3,24,10
765,SOLUTE,2,24,3.1,5,2,21,5
766,Public Consulting Group,5,26,2.9,20,2,37,7
767,Client Solution Architects,3,4,3.4,37,2,20,6
768,"Dexcom, Inc.",5,14,3.5,5,3,24,9
769,Gafcon,2,1,3.1,5,2,36,5
770,"TAD PGS, Inc.",5,102,3.9,10,13,26,6
771,SAIC,7,37,3.7,44,3,10,3
772,NuVasive,5,14,3.7,5,3,26,9
773,Intuit,6,24,4.4,5,3,40,10
774,Platinum Resource Group,1,102,4.5,5,2,15,2
775,DAV-LEAR SYSTEMS INC,1,67,4,5,2,31,2
776,"Southern Indian Health Council, Inc",2,99,2.8,5,8,43,4
777,Tandem Diabetes Care,5,54,3.6,5,3,17,6
778,WD-40 Company,3,29,3.9,5,3,70,7
779,Mitchell International,5,24,3,5,2,77,7
780,Cordoba,3,25,3.3,5,3,40,4
781,StepStone,5,74,3.8,58,2,27,7
782,Koam Engineering Systems,3,4,3.4,5,2,29,4
783,CALNET,3,67,3.5,44,2,34,3
784,Covance,7,14,3.4,27,3,27,4
785,Guild Mortgage,5,71,3.3,5,2,63,12
786,"M. C. Dean, Inc.",5,6,3.3,44,2,74,9
787,Titanium Cobra Solutions,1,4,5,5,3,13,10
788,HealthStream,4,34,3,41,3,33,7
789,"Sabre Systems, Inc.",3,4,4.7,37,2,34,6
790,"G2 Ops, Inc.",2,26,4.7,44,2,10,4
791,Powertek,2,67,3.7,21,2,22,5
792,World Wide Technology,6,24,4.2,25,2,33,12
793,Web Shop Manager,1,24,4.2,5,2,23,2
794,LPL Financial,5,66,3.5,20,3,55,10
795,San Diego Gas & Electric,5,36,3.6,5,13,28,10
796,"M.C. Dean, Inc.",5,6,3.3,44,2,74,9
797,Marsh & McLennan Companies,7,63,3.4,33,3,152,12
798,Rick Engineering,3,6,3.5,5,2,68,5
799,Dade Moeller,3,26,3.6,46,2,29,4
800,ResMed,6,14,4.1,5,3,34,10
801,Stem,2,36,3.2,5,2,14,5
802,Gallagher,7,63,3.2,15,3,96,10
803,Genomatica,2,14,4.2,5,2,23,5
804,VIVA USA,2,67,4.6,15,2,27,5
805,Kimley-Horn,5,6,3.9,27,2,56,8
806,"INDUS Technology, Inc.",3,67,2.9,5,2,19,5
807,Neurocrine Biosciences,4,14,4.3,5,3,31,8
808,University of San Diego,5,21,3.8,5,1,74,7
809,Morgan Borszcz Consulting,2,26,3.7,44,2,20,4
810,Scripps Health,7,55,3.6,5,8,99,10
811,QuEST Global,7,4,3.1,70,2,26,7
812,Redhorse Corporation,2,67,3.6,5,2,15,5
813,San Diego State University,5,21,4.2,5,1,126,7
814,Jack In The Box,7,40,3.1,5,3,72,9
815,SBG Techology Solutions,2,67,3.7,44,2,19,4
816,Magellan Health,7,55,3.1,4,3,54,11
817,Cobham,6,4,2.8,75,3,134,10
818,Qualcomm,7,24,4,5,3,38,12
819,Informa,7,90,3.2,75,3,25,10
820,Epsilon,6,3,3.4,42,13,54,10
821,La-Z-Boy Incorporated,6,29,3.6,23,3,96,9
822,Tandem Diabetes,5,54,3.6,5,3,17,6
823,CSG,5,37,3.9,6,3,29,8
824,McKesson,7,55,3.4,42,3,190,12
825,TreeHouse Foods,7,44,2.6,15,3,18,11
826,Texas Capital Bancshares,5,12,3.9,42,3,25,8
827,"Insight Enterprises, Inc.",6,37,4,4,3,35,11
828,Alkami Technology,4,37,4,42,2,14,6
829,MEDecision,3,24,2.6,42,13,35,6
830,Toyota Financial Services,7,108,3.6,42,3,66,12
831,"Ryan, LLC",5,1,4.6,42,2,32,8
832,Santander,7,12,3.1,72,2,167,12
833,Spok,4,24,3.5,44,3,39,7
834,Imperva,5,24,3.4,5,2,21,7
835,Toll Brothers,6,93,3.4,37,3,56,11
836,TransPerfect,5,26,2.8,33,2,31,8
837,Cigniti Inc.,5,67,3.4,42,3,25,7
838,"IDR, Inc.",3,102,4.2,11,2,25,5
839,Biorev,2,6,4.8,42,2,12,2
840,Ardent Technologies,2,67,4.4,34,2,23,4
841,Varstaff,1,102,5,42,2,9,1
842,CMC,7,67,3.2,61,2,48,12
843,Mr. Cooper,6,71,3.3,42,3,29,11
844,The University of Texas at Dallas,5,21,4.3,42,1,54,7
845,NCH Corporation,6,20,3.3,42,2,104,9
846,Federal Reserve Bank,5,42,3.7,33,2,109,12
847,Imaginuity,2,3,3.3,42,2,26,7
848,Tekvista Inc,2,24,4.7,5,2,18,3
849,Eataly North America,5,45,3,33,9,13,2
850,Amdocs,7,37,3.8,25,3,41,10
851,Capco,6,26,3.9,75,3,25,8
852,Rushmore Loan Management Services,4,66,2.9,5,2,15,3
853,"HumCap, Inc.",1,26,4.6,42,2,22,2
854,Ajilon,5,102,3.6,10,3,29,7
855,OmniSYS,3,24,3.4,42,2,35,4
856,"Meridian Technologies, Inc.",2,67,4,10,2,27,5
857,KidKraft,3,29,2.9,42,2,55,7
858,ServiceLink,5,71,2.5,37,13,56,8
859,CAE,7,4,4,54,3,76,10
860,"DIVERSANT, LLC",5,102,3.8,30,2,18,7
861,JC Penney,7,32,3.2,42,3,121,12
862,Tekstrom Inc,1,67,4.6,9,2,24,4
863,Nokia,7,106,4.1,56,3,158,12
864,Frontier Communications,7,17,2.4,7,3,88,11
865,Cambium Learning Group,4,68,3.1,42,2,19,7
866,Delek US,5,85,3,41,3,22,12
867,Analytical Mechanics Associates,3,26,3.5,44,2,61,4
868,Gartner,7,26,3.6,7,3,44,10
869,Kelly Mitchell Group,5,102,3.6,25,2,25,6
870,"Marlabs, Inc",5,67,4.4,30,2,27,7
871,The Richards Group,4,3,3.7,42,2,66,7
872,Parkland Health & Hospital System,6,55,3.6,42,7,129,8
873,CoreLogic,6,67,3,5,3,13,9
874,PrideStaff,6,102,4.1,5,2,45,7
875,Essilor,7,54,3.1,57,3,51,11
876,"Cavco Industries, Inc.",6,77,2.2,4,3,20,9
877,FHLB of Dallas,3,12,3.1,42,2,91,7
878,Mindtree Limited,7,67,3.8,61,3,24,8
879,"DuCharme, McMillen & Associates",3,1,4.5,16,2,51,6
880,Argo Data,3,24,1.9,42,2,43,6
881,Collinwood Technology Partners,2,67,4.7,15,2,9,2
882,CommScope,7,105,3.4,27,3,58,10
883,Toyota North America,7,108,3.6,42,3,66,12
884,Moxie,3,3,3,11,2,23,6
885,HumCap Inc.,1,26,4.6,42,2,22,2
886,Federal Reserve Bank of Richmond,5,12,3.6,44,8,109,11
887,7-Eleven,7,86,3.2,42,13,96,9
888,State Farm Mutual Automobile Insurance Company,7,64,3.3,15,2,101,12
889,Fairway Independent Mortgage,6,71,3.7,47,2,27,12
890,DXC Technology,7,67,3,44,3,6,12
891,Yoh Staffing Solutions,5,102,3.3,37,2,83,7
892,CORESPHERE LLC,2,67,3.7,21,2,20,4
893,FleetPride,5,112,3,42,2,24,9
894,Parkland Health and Hospital System,6,55,3.6,42,7,129,8
895,"InfoVision, Inc.",5,67,4.4,42,2,28,7
896,Salesforce,7,24,4.4,5,3,24,12
897,CHRISTUS Health,7,55,3.3,42,8,154,11
898,Global Payments,7,43,3.1,11,3,56,10
899,WPS Health Solutions,5,64,3,47,8,77,10
900,J.P. Morgan,7,66,3.9,33,3,224,12
901,Trinity Industries,7,108,3,42,3,90,11
902,"Kalkomey Enterprises, LLC",2,34,4.4,42,2,25,4
903,NTT DATA,7,67,3.4,65,3,56,12
904,ApTask,3,67,3.9,30,2,13,6
905,SOFTHQ INC,2,24,4,5,2,13,3
906,Brightwing,2,102,3.8,23,2,50,3
907,Splunk,5,37,4.1,5,3,20,9
908,VITALWARE LLC,2,55,3.8,46,2,13,4
909,University of Texas at Arlington,5,21,4.2,42,1,56,7
910,Republic National Distributing Company,6,119,4,42,2,125,11
911,Hilltop Holdings,5,12,2.9,42,3,25,9
912,Financial Additions,1,66,4.6,42,2,24,3
913,Edmentum,4,24,3.5,24,2,11,7
914,CNI,5,41,3.5,35,2,27,8
915,Markel Corporation,6,64,3.3,44,3,43,11
916,ClubCorp,7,101,2.8,42,3,66,9
917,Blue Yonder,6,37,4.3,4,2,38,9
918,Dean Foods,7,44,2.4,42,3,98,11
919,IT America Inc,3,67,4.2,30,2,19,5
920,Advantage Resourcing,7,102,2.7,34,2,54,9
921,OneSource Virtual,4,24,4.2,42,2,15,7
922,Select Medical,7,55,3.1,37,3,27,11
923,"ServiceLink, a Black Knight Company",5,71,2.5,37,13,56,8
924,Logic20/20,3,26,3.5,46,2,18,5
925,8x8,5,37,4.3,5,3,36,7
926,Star One Credit Union,2,12,3.5,5,8,67,7
927,Bristlecone,5,67,3.5,5,2,25,7
928,Lam Research,7,35,3.8,5,3,43,11
929,Central California Alliance for Health,4,55,3.5,5,8,27,8
930,Alteryx,5,37,3.4,5,3,26,7
931,Zumper,2,93,4.3,5,2,11,4
932,Equinix,6,37,3.9,5,3,25,11
933,Porsche,7,108,4.2,58,3,92,12
934,Tesla Motors,7,108,3.4,5,3,20,10
935,Astreya Partners,5,67,3.3,5,2,22,6
936,Akorbi,3,26,3.5,42,2,20,5
937,LeanData,2,37,4,5,2,11,4
938,Palo Alto Networks Inc.,6,37,3.3,5,3,18,10
939,Chegg,5,28,4,5,3,18,7
940,Varite,2,67,3.8,5,2,23,4
941,Ascent,5,102,4.6,5,2,23,7
942,Global Data Management Inc,2,67,4.5,30,2,15,3
943,Amiseq Inc.,2,67,4.2,5,2,6,4
944,Flexton,2,67,4,5,2,16,4
945,Apple,7,24,4.1,5,3,47,12
946,CH Reynolds,3,25,3.6,5,2,40,6
947,Google,7,65,4.4,5,3,25,12
948,Santa Clara Family Health Plan,3,64,3.4,5,6,26,9
949,Optima Global Solutions,1,67,3.9,30,2,22,2
950,Planned Parenthood Mar Monte,4,99,3.1,33,8,107,7
951,Wallero,1,67,4.3,46,2,8,1
952,CommScope Inc.,7,105,3.4,27,3,58,10
953,Rang Technologies Inc.,2,67,4.5,30,2,18,4
954,Box,5,24,4.3,5,3,18,8
955,Lattice Semiconductor,4,35,3.9,36,3,40,7
956,Veritas,6,24,3.2,5,2,40,10
957,"MILESTONE Technologies, Inc",5,67,3.2,5,2,26,7
958,Enquero Inc,4,37,3.7,5,2,9,6
959,"cPrime, Inc.",3,67,4.6,5,3,16,7
960,Applied Materials,7,35,3.7,5,3,56,12
961,"TalentBurst, Inc.",4,67,3.9,20,2,21,6
962,Facebook,7,65,4.5,5,3,19,11
963,Cepheid,5,14,3.4,5,2,27,8
964,Rootshell Enterprise Technologies Inc.,2,67,3.9,5,2,21,4
965,Scopus IT,1,37,4.2,33,2,16,1
966,Protingent,2,102,4.4,46,2,22,5
967,"ICONMA, LLC",5,102,3.6,23,2,23,7
968,"Maxonic, Inc.",2,102,4.5,5,2,21,5
969,Bill.com,4,43,3.6,5,3,17,6
970,IntraEdge,4,67,3.8,4,2,21,6
971,SA Technologies Inc,4,67,4.1,5,2,21,5
972,Sensiple Inc.,4,67,3.3,30,2,24,5
973,Intelligence Communications and Engineering,2,6,4.7,4,2,16,5
974,Western Digital,7,24,3.6,5,3,53,12
975,Pacific Gas And Electric Company,7,114,3.3,5,3,118,12
976,SCIEX,5,14,3.1,20,3,53,4
977,Balsam Brands,2,50,4.6,5,2,17,7
978,Volt,7,102,3.2,33,3,73,9
979,Staffing Technologies,3,102,3.9,11,2,29,5
980,Mackin,2,6,3.4,37,2,63,4
981,Power Integrations,4,35,3.8,5,3,35,7
982,Milestone Technologies Inc.,5,67,3.2,5,2,26,7
983,Systems Integration Solutions,3,67,3.9,5,2,33,4
984,Mumba Technologies,1,67,3.3,5,2,13,2
985,Volt Information,7,102,3.2,33,3,73,9
986,SYNNEX Corporation,7,37,3.3,5,3,43,12
987,NVIDIA,7,24,4.6,5,3,30,11
988,VBeyond Corporation,3,102,4.4,30,2,17,3
989,eHealth,5,63,3.8,5,3,26,7
990,eXcell,3,67,3.5,46,13,22,5
991,Teledoc,5,55,3.4,33,3,21,7
992,Quotient Technology Inc.,4,3,2.9,5,3,25,7
993,KPI Partners,3,67,3.6,5,2,17,5
994,Xoriant,5,67,3.6,5,2,33,7
995,Proofpoint,5,37,3.8,5,3,21,7
996,Confluent,4,24,4.6,5,2,9,7
997,Resource Informatics Group,1,67,4.6,42,8,11,3
998,Zolon Tech Solutions Inc.,3,67,4,44,2,25,5
999,Alliance IT,2,67,4.4,5,2,12,3
1000,Anritsu,5,35,3.7,65,3,128,8
1001,CrowdStrike,5,37,4,5,3,12,7
1002,Workday,7,37,4,5,3,18,10
1003,Intelizign,3,6,3.8,61,2,17,7
1004,Intuitive Surgical,6,54,4.5,5,3,28,10
1005,Connor Group,3,1,4,5,2,17,5
1006,Exar,3,35,2.6,5,3,52,7
1007,eBay,7,65,3.6,5,3,28,12
1008,Pan Asia Resources,2,67,3.3,70,2,20,3
1009,Palo Alto Networks,6,37,3.3,5,3,18,10
1010,Akraya Inc.,2,102,4.6,5,2,22,5
1011,"Brillio, LLC",5,67,3.1,5,2,9,7
1012,Accounting Principals,4,102,3.9,10,3,29,4
1013,Artech LLC,6,102,3.9,30,2,31,8
1014,"Tranzeal, Inc.",2,6,3.4,37,2,63,4
1015,Vaco Staffing,4,26,3.3,41,2,21,8
1016,"US Tech Solutions, Inc",5,102,3.8,30,2,23,7
1017,Lumentum Operations,5,67,3.5,5,3,8,9
1018,AbbVie,7,14,3.9,15,3,10,12
1019,YETI Coolers,4,29,4.2,42,3,17,8
1020,Flex,7,35,3.8,70,3,54,12
1021,Hubbell,7,35,3,7,3,135,10
1022,"PLAYSTUDIOS, Inc.",3,118,3.4,32,2,12,7
1023,Visa Inc.,7,67,3.6,5,3,65,12
1024,Applied Information Sciences,4,67,4.5,44,2,41,6
1025,Travis County,5,80,3.9,42,6,183,8
1026,TriNet,5,26,3.3,5,3,35,10
1027,Southside Bank,4,12,3.4,42,3,63,7
1028,Zolon Tech Solutions Inc,3,67,4,44,2,25,5
1029,Pushnami,1,3,4.6,42,2,6,5
1030,Farm Credit Bank of Texas,3,66,3.3,42,2,107,7
1031,Thales,7,4,2.9,57,3,23,12
1032,"Allied Consultants, Inc.",2,3,4,42,2,32,3
1033,Wipro Ltd.,7,67,2.9,61,3,78,11
1034,Cognosante,5,67,3,44,2,15,7
1035,All Web Leads,3,64,3.4,42,2,18,7
1036,Prolim Global,3,37,3.3,23,2,18,5
1037,Charles Schwab Corporation,7,66,3.6,5,3,50,11
1038,Electronic Arts,6,118,3.9,5,3,41,10
1039,IntelliDyne,3,26,3.9,44,2,24,5
1040,Zynga,5,118,4.1,5,3,16,8
1041,D.R. Horton,6,25,3.1,42,3,45,12
1042,Indeed,7,65,3.7,42,2,19,10
1043,Blackberry,5,37,3.3,54,3,39,11
1044,New American Funding,5,71,3.5,5,2,20,12
1045,Radiant Plumbing & Air Conditioning,2,51,4.7,42,2,24,4
1046,W2O Group,3,3,4.1,5,2,22,7
